datetime,open,high,low,close,volume
2017-01-02 22:00:00+00:00,0.7198,0.7217,0.71927,0.7216600000000001,1312
2017-01-03 02:00:00+00:00,0.7216199999999999,0.72358,0.72158,0.7229800000000001,868
2017-01-03 06:00:00+00:00,0.7229399999999999,0.7235199999999999,0.7205199999999999,0.72055,1824
2017-01-03 10:00:00+00:00,0.7206,0.72209,0.7197899999999999,0.7213,1764
2017-01-03 14:00:00+00:00,0.72126,0.7241,0.71982,0.7237,3501
2017-01-03 18:00:00+00:00,0.72364,0.72406,0.72196,0.72196,926
2017-01-03 22:00:00+00:00,0.7218399999999999,0.7235199999999999,0.72148,0.72306,2050
2017-01-04 02:00:00+00:00,0.7231,0.72418,0.7228,0.7239,1116
2017-01-04 06:00:00+00:00,0.7238600000000001,0.7279,0.7234,0.72656,2456
2017-01-04 10:00:00+00:00,0.72654,0.7272,0.72538,0.72645,2452
2017-01-04 14:00:00+00:00,0.7264,0.72836,0.72616,0.72706,2920
2017-01-04 18:00:00+00:00,0.72702,0.72868,0.72549,0.7284,2263
2017-01-04 22:00:00+00:00,0.72833,0.7303,0.72728,0.72828,2942
2017-01-05 02:00:00+00:00,0.72832,0.7320399999999999,0.7278100000000001,0.7309,2536
2017-01-05 06:00:00+00:00,0.7308600000000001,0.733,0.72863,0.72932,3732
2017-01-05 10:00:00+00:00,0.72936,0.73146,0.72836,0.73056,3379
2017-01-05 14:00:00+00:00,0.73052,0.73569,0.73049,0.73368,4771
2017-01-05 18:00:00+00:00,0.7337199999999999,0.7346,0.7333,0.7338399999999999,968
2017-01-05 22:00:00+00:00,0.73418,0.73531,0.73256,0.7329399999999999,2154
2017-01-06 02:00:00+00:00,0.73297,0.73422,0.73145,0.73215,1793
2017-01-06 06:00:00+00:00,0.73211,0.73448,0.73124,0.73426,1827
2017-01-06 10:00:00+00:00,0.73429,0.73551,0.73075,0.73165,4289
2017-01-06 14:00:00+00:00,0.73168,0.7331,0.72968,0.73045,3967
2017-01-06 18:00:00+00:00,0.73042,0.7306600000000001,0.7288600000000001,0.72975,807
2017-01-08 22:00:00+00:00,0.72968,0.73238,0.72887,0.73225,1649
2017-01-09 02:00:00+00:00,0.73222,0.7327899999999999,0.73026,0.7308399999999999,1242
2017-01-09 06:00:00+00:00,0.7308,0.7327,0.73018,0.7312,2218
2017-01-09 10:00:00+00:00,0.73124,0.7339899999999999,0.73102,0.73364,2611
2017-01-09 14:00:00+00:00,0.73368,0.737,0.73358,0.7369,2569
2017-01-09 18:00:00+00:00,0.7368600000000001,0.73738,0.7351800000000001,0.73539,782
2017-01-09 22:00:00+00:00,0.7356600000000001,0.73675,0.7340899999999999,0.73482,1894
2017-01-10 02:00:00+00:00,0.73477,0.73846,0.73445,0.73734,2695
2017-01-10 06:00:00+00:00,0.73738,0.7378399999999999,0.7344,0.73482,2759
2017-01-10 10:00:00+00:00,0.7348600000000001,0.73638,0.73312,0.7347600000000001,2063
2017-01-10 14:00:00+00:00,0.7347199999999999,0.73845,0.73436,0.73637,3484
2017-01-10 18:00:00+00:00,0.73634,0.73727,0.73598,0.73695,784
2017-01-10 22:00:00+00:00,0.7367600000000001,0.73722,0.73538,0.73649,1273
2017-01-11 02:00:00+00:00,0.73652,0.73829,0.7361800000000001,0.73787,1682
2017-01-11 06:00:00+00:00,0.7379,0.7396199999999999,0.73757,0.7380800000000001,1910
2017-01-11 10:00:00+00:00,0.73805,0.73924,0.73706,0.73812,2175
2017-01-11 14:00:00+00:00,0.73815,0.7441,0.73524,0.7431300000000001,8447
2017-01-11 18:00:00+00:00,0.74308,0.7471800000000001,0.74292,0.7441300000000001,6049
2017-01-11 22:00:00+00:00,0.74419,0.74545,0.74302,0.7446,2135
2017-01-12 02:00:00+00:00,0.74456,0.74693,0.74456,0.74692,2197
2017-01-12 06:00:00+00:00,0.74695,0.75158,0.74646,0.75052,3723
2017-01-12 10:00:00+00:00,0.75056,0.75184,0.74941,0.74978,3363
2017-01-12 14:00:00+00:00,0.74974,0.7518199999999999,0.7493,0.75069,3356
2017-01-12 18:00:00+00:00,0.75066,0.7509899999999999,0.74844,0.74844,1325
2017-01-12 22:00:00+00:00,0.74829,0.7508600000000001,0.74767,0.75042,1660
2017-01-13 02:00:00+00:00,0.75037,0.7504,0.7478600000000001,0.7481399999999999,1546
2017-01-13 06:00:00+00:00,0.74811,0.75062,0.74798,0.74924,2302
2017-01-13 10:00:00+00:00,0.7492800000000001,0.75052,0.7471300000000001,0.74767,3072
2017-01-13 14:00:00+00:00,0.7477199999999999,0.74974,0.74492,0.74866,4397
2017-01-13 18:00:00+00:00,0.7487,0.75046,0.74816,0.75007,929
2017-01-15 22:00:00+00:00,0.74807,0.75056,0.7479399999999999,0.74848,1733
2017-01-16 02:00:00+00:00,0.74852,0.74868,0.74692,0.74774,1765
2017-01-16 06:00:00+00:00,0.7477199999999999,0.74844,0.74584,0.7470100000000001,2655
2017-01-16 10:00:00+00:00,0.7470399999999999,0.74807,0.74622,0.7471300000000001,1632
2017-01-16 14:00:00+00:00,0.74716,0.74798,0.74669,0.7479600000000001,1004
2017-01-16 18:00:00+00:00,0.748,0.74857,0.7470899999999999,0.74768,1044
2017-01-16 22:00:00+00:00,0.74757,0.74836,0.74657,0.74657,1507
2017-01-17 02:00:00+00:00,0.74654,0.75369,0.7465,0.75298,2154
2017-01-17 06:00:00+00:00,0.75293,0.75485,0.75116,0.75375,3971
2017-01-17 10:00:00+00:00,0.75371,0.75625,0.75302,0.75436,5984
2017-01-17 14:00:00+00:00,0.7544,0.7557,0.75356,0.75456,3474
2017-01-17 18:00:00+00:00,0.75453,0.7568600000000001,0.75444,0.75672,705
2017-01-17 22:00:00+00:00,0.75655,0.75663,0.75402,0.7548,1730
2017-01-18 02:00:00+00:00,0.75476,0.75554,0.7539600000000001,0.7544,1580
2017-01-18 06:00:00+00:00,0.75443,0.75602,0.75398,0.75531,1685
2017-01-18 10:00:00+00:00,0.75534,0.7558600000000001,0.75432,0.75442,2216
2017-01-18 14:00:00+00:00,0.75445,0.75662,0.7539399999999999,0.75412,2628
2017-01-18 18:00:00+00:00,0.75408,0.7542399999999999,0.7502800000000001,0.75055,2453
2017-01-18 22:00:00+00:00,0.7507,0.75185,0.74936,0.75036,2222
2017-01-19 02:00:00+00:00,0.75033,0.7526,0.7502800000000001,0.75235,1415
2017-01-19 06:00:00+00:00,0.75232,0.75748,0.75176,0.75576,3352
2017-01-19 10:00:00+00:00,0.7558,0.7572300000000001,0.7541899999999999,0.75538,3784
2017-01-19 14:00:00+00:00,0.75534,0.75597,0.7529600000000001,0.75384,4868
2017-01-19 18:00:00+00:00,0.7538199999999999,0.7563,0.7531800000000001,0.7561399999999999,1660
