datetime,open,high,low,close,volume
2017-01-02 22:00:00+00:00,15.934579999999999,16.126,15.91686,16.06614,3686
2017-01-03 02:00:00+00:00,16.07186,16.13542,16.04534,16.11648,1300
2017-01-03 06:00:00+00:00,16.122629999999997,16.126,15.943670000000001,15.94549,2341
2017-01-03 10:00:00+00:00,15.94067,16.0637,15.90434,16.020229999999998,1626
2017-01-03 14:00:00+00:00,16.02581,16.50271,15.944729999999998,16.38051,6308
2017-01-03 18:00:00+00:00,16.37407,16.407970000000002,16.259970000000003,16.30108,2251
2017-01-03 22:00:00+00:00,16.30718,16.37422,16.25754,16.33178,1377
2017-01-04 02:00:00+00:00,16.32691,16.42156,16.32691,16.39699,1127
2017-01-04 06:00:00+00:00,16.40215,16.48661,16.38395,16.435579999999998,1268
2017-01-04 10:00:00+00:00,16.44022,16.485139999999998,16.36253,16.40457,1538
2017-01-04 14:00:00+00:00,16.40918,16.52684,16.34423,16.47391,2208
2017-01-04 18:00:00+00:00,16.4692,16.522,16.34893,16.423479999999998,2135
2017-01-04 22:00:00+00:00,16.43935,16.60921,16.42174,16.544620000000002,2281
2017-01-05 02:00:00+00:00,16.53944,16.70351,16.53226,16.623179999999998,1186
2017-01-05 06:00:00+00:00,16.62795,16.702289999999998,16.49914,16.55583,3158
2017-01-05 10:00:00+00:00,16.56242,16.63796,16.525660000000002,16.568579999999997,3336
2017-01-05 14:00:00+00:00,16.56394,16.719379999999997,16.55005,16.64303,4201
2017-01-05 18:00:00+00:00,16.63739,16.64449,16.51859,16.57985,996
2017-01-05 22:00:00+00:00,16.6037,16.67536,16.57722,16.58737,3116
2017-01-06 02:00:00+00:00,16.58728,16.62621,16.24248,16.42349,3660
2017-01-06 06:00:00+00:00,16.42857,16.52664,16.35014,16.49514,1998
2017-01-06 10:00:00+00:00,16.48911,16.63429,16.356939999999998,16.39762,5288
2017-01-06 14:00:00+00:00,16.40236,16.566329999999997,16.373929999999998,16.495070000000002,3773
2017-01-06 18:00:00+00:00,16.50052,16.51034,16.395970000000002,16.47664,1045
2017-01-08 22:00:00+00:00,16.4664,16.54137,16.42768,16.479039999999998,2521
2017-01-09 02:00:00+00:00,16.47276,16.4969,16.42509,16.4547,418
2017-01-09 06:00:00+00:00,16.452679999999997,16.562160000000002,16.42821,16.48979,1318
2017-01-09 10:00:00+00:00,16.48516,16.5947,16.45986,16.559379999999997,1319
2017-01-09 14:00:00+00:00,16.56638,16.70277,16.50553,16.62442,2498
2017-01-09 18:00:00+00:00,16.61981,16.68388,16.54814,16.54901,781
2017-01-09 22:00:00+00:00,16.59618,16.60791,16.5345,16.56503,1999
2017-01-10 02:00:00+00:00,16.55957,16.70795,16.54543,16.64849,1625
2017-01-10 06:00:00+00:00,16.65314,16.67376,16.5875,16.60802,1009
2017-01-10 10:00:00+00:00,16.6033,16.639979999999998,16.56989,16.628320000000002,896
2017-01-10 14:00:00+00:00,16.622510000000002,16.91583,16.6081,16.78593,3940
2017-01-10 18:00:00+00:00,16.78801,16.8365,16.7717,16.79026,916
2017-01-10 22:00:00+00:00,16.8033,16.84071,16.7573,16.80401,694
2017-01-11 02:00:00+00:00,16.809179999999998,16.84388,16.7827,16.84178,734
2017-01-11 06:00:00+00:00,16.84637,16.8593,16.79269,16.8009,745
2017-01-11 10:00:00+00:00,16.796310000000002,16.81774,16.711479999999998,16.73639,1191
2017-01-11 14:00:00+00:00,16.731460000000002,16.76217,16.53161,16.73305,7893
2017-01-11 18:00:00+00:00,16.73529,16.8743,16.701929999999997,16.73051,3480
2017-01-11 22:00:00+00:00,16.7353,16.84186,16.735139999999998,16.82078,1227
2017-01-12 02:00:00+00:00,16.82025,16.853189999999998,16.80961,16.83987,1013
2017-01-12 06:00:00+00:00,16.83267,16.990270000000002,16.81447,16.94462,2110
2017-01-12 10:00:00+00:00,16.95056,16.95056,16.779120000000002,16.83316,2619
