instrument,datetime,open,high,low,close,volume,long_signal,short_signal,bollinger inner,bollinger outer,ichimoku,stdev,CDLENGULFING,CDLEVENINGSTAR,CDLHAMMER,CDLMORNINGSTAR,CDLSHOOTINGSTAR
NZD_USD, 2017-01-25 14:00:00, 0.72539, 0.7273, 0.72318, 0.72528, 8852.0, True, False, 0.72198, 0.72198, 0.72477, 0.00355, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-25 18:00:00, 0.72532, 0.73074, 0.72428, 0.7299, 6299.0, True, False, 0.7227, 0.7227, 0.72584, 0.00363, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-25 22:00:00, 0.72964, 0.73137, 0.72841, 0.72952, 5215.0, False, False, 0.72343, 0.72343, 0.72689, 0.0036, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 02:00:00, 0.72956, 0.7296100000000001, 0.7280399999999999, 0.72864, 2610.0, False, False, 0.72401, 0.72401, 0.72689, 0.0033, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 06:00:00, 0.7286, 0.72883, 0.72525, 0.7258100000000001, 5200.0, False, False, 0.72432, 0.72432, 0.72689, 0.00298, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 10:00:00, 0.72578, 0.72631, 0.72282, 0.72416, 5941.0, False, False, 0.72451, 0.72451, 0.72689, 0.00281, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 14:00:00, 0.72418, 0.72509, 0.72226, 0.7236100000000001, 7901.0, False, False, 0.72478, 0.72478, 0.72681, 0.00266, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 18:00:00, 0.7236600000000001, 0.72563, 0.72328, 0.72451, 4011.0, False, False, 0.72497, 0.72497, 0.72681, 0.00226, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-26 22:00:00, 0.72419, 0.72504, 0.7236, 0.72449, 5531.0, False, False, 0.72512, 0.72512, 0.72681, 0.00208, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-27 02:00:00, 0.72448, 0.72532, 0.72441, 0.72495, 2429.0, False, False, 0.7252, 0.7252, 0.72681, 0.00193, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-27 06:00:00, 0.72495, 0.72596, 0.72321, 0.72572, 4887.0, False, False, 0.72528, 0.72528, 0.72681, 0.0019, 0.0, 0.0, 100.0, 0.0, 0.0
NZD_USD, 2017-01-27 10:00:00, 0.72572, 0.72724, 0.72434, 0.7267399999999999, 6354.0, True, False, 0.72546, 0.72546, 0.72593, 0.0019, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-27 14:00:00, 0.72678, 0.7285, 0.7251, 0.72547, 8166.0, True, False, 0.72559, 0.72559, 0.72554, 0.00183, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-27 18:00:00, 0.7255199999999999, 0.72682, 0.72522, 0.7266199999999999, 2185.0, True, False, 0.7257, 0.7257, 0.72538, 0.00176, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-29 22:00:00, 0.72739, 0.72812, 0.72645, 0.72726, 6930.0, True, False, 0.72575, 0.72575, 0.72538, 0.00177, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 02:00:00, 0.72727, 0.72768, 0.72565, 0.72578, 2299.0, True, False, 0.7258, 0.7258, 0.72586, 0.00177, 0.0, -100.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 06:00:00, 0.72578, 0.7263, 0.72412, 0.72551, 4150.0, True, False, 0.72589, 0.72589, 0.72586, 0.00176, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 10:00:00, 0.7255, 0.72648, 0.7236600000000001, 0.72578, 5104.0, True, False, 0.726, 0.726, 0.72586, 0.00169, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 14:00:00, 0.72578, 0.72964, 0.72513, 0.72885, 7527.0, True, False, 0.7262, 0.7262, 0.72642, 0.00173, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 18:00:00, 0.7288600000000001, 0.7289899999999999, 0.72787, 0.7285, 2495.0, True, False, 0.72636, 0.72636, 0.72665, 0.00177, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-30 22:00:00, 0.72834, 0.72951, 0.7278399999999999, 0.72853, 3450.0, True, False, 0.72652, 0.72652, 0.72665, 0.00182, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 02:00:00, 0.72853, 0.72982, 0.72844, 0.72938, 3539.0, True, False, 0.72649, 0.72649, 0.72674, 0.0019, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 06:00:00, 0.72942, 0.72978, 0.7270399999999999, 0.7283, 5099.0, True, False, 0.72643, 0.72643, 0.72674, 0.0018, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 10:00:00, 0.72832, 0.7319, 0.72734, 0.73106, 7089.0, True, False, 0.72655, 0.72655, 0.72778, 0.00194, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 14:00:00, 0.73107, 0.7350300000000001, 0.73074, 0.73253, 11501.0, False, False, 0.72689, 0.72689, 0.72935, 0.00228, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 18:00:00, 0.73258, 0.7346600000000001, 0.73028, 0.73106, 4940.0, False, False, 0.72723, 0.72723, 0.72935, 0.00243, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-01-31 22:00:00, 0.73132, 0.73132, 0.7276100000000001, 0.72796, 5051.0, False, False, 0.72745, 0.72745, 0.73008, 0.00235, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-01 02:00:00, 0.7279800000000001, 0.7279800000000001, 0.7259399999999999, 0.72722, 2751.0, False, False, 0.72759, 0.72759, 0.73049, 0.0022, 0.0, 0.0, 100.0, 0.0, 0.0
NZD_USD, 2017-02-01 06:00:00, 0.72722, 0.72816, 0.72636, 0.72756, 4038.0, True, False, 0.72774, 0.72774, 0.73049, 0.0021, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-01 10:00:00, 0.7275699999999999, 0.72944, 0.72516, 0.72573, 5546.0, True, False, 0.72778, 0.72778, 0.7301, 0.00203, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-01 14:00:00, 0.72573, 0.7270800000000001, 0.72451, 0.7246600000000001, 6734.0, True, False, 0.72773, 0.72773, 0.72977, 0.00205, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-01 18:00:00, 0.7246600000000001, 0.72938, 0.72426, 0.7279800000000001, 10738.0, True, False, 0.72779, 0.72779, 0.72965, 0.00201, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-01 22:00:00, 0.72812, 0.73048, 0.72429, 0.7297, 8673.0, True, False, 0.728, 0.728, 0.72965, 0.00204, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 02:00:00, 0.7297100000000001, 0.7310300000000001, 0.7292, 0.7296199999999999, 4061.0, True, False, 0.72815, 0.72815, 0.72946, 0.00199, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 06:00:00, 0.7296199999999999, 0.73138, 0.72821, 0.73092, 5280.0, True, False, 0.72833, 0.72833, 0.72782, 0.00205, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 10:00:00, 0.73095, 0.7338, 0.73063, 0.73246, 7008.0, True, False, 0.72867, 0.72867, 0.72903, 0.00222, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 14:00:00, 0.7325, 0.7327600000000001, 0.72911, 0.72942, 6772.0, True, False, 0.72886, 0.72886, 0.72903, 0.00214, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 18:00:00, 0.72941, 0.7298600000000001, 0.72846, 0.72888, 2195.0, True, False, 0.72902, 0.72902, 0.72903, 0.00202, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-02 22:00:00, 0.72848, 0.72958, 0.7280399999999999, 0.72922, 4546.0, True, False, 0.72903, 0.72903, 0.72903, 0.0019, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-03 02:00:00, 0.72926, 0.72926, 0.72641, 0.72751, 4699.0, True, False, 0.72898, 0.72898, 0.72903, 0.00193, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-03 06:00:00, 0.72749, 0.7276, 0.72638, 0.7268399999999999, 3509.0, True, False, 0.7289, 0.7289, 0.72904, 0.00198, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-03 10:00:00, 0.7268600000000001, 0.7309399999999999, 0.7246600000000001, 0.73036, 10211.0, True, False, 0.72895, 0.72895, 0.72923, 0.002, 0.0, 0.0, 0.0, 100.0, 0.0
NZD_USD, 2017-02-03 14:00:00, 0.73034, 0.73311, 0.73, 0.73242, 8870.0, True, False, 0.72916, 0.72916, 0.72923, 0.00213, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-03 18:00:00, 0.73246, 0.73264, 0.72987, 0.73177, 4379.0, True, False, 0.72919, 0.72919, 0.72923, 0.00219, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-05 22:00:00, 0.7306, 0.7326, 0.7302, 0.7319399999999999, 5131.0, True, False, 0.72916, 0.72916, 0.72889, 0.00224, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 02:00:00, 0.7319399999999999, 0.7326600000000001, 0.7313, 0.73152, 2093.0, True, False, 0.72918, 0.72918, 0.72889, 0.00218, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 06:00:00, 0.73148, 0.73275, 0.73068, 0.7312, 3945.0, True, False, 0.72935, 0.72935, 0.72889, 0.00218, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 10:00:00, 0.7312, 0.73192, 0.7287899999999999, 0.72942, 4418.0, True, False, 0.72946, 0.72946, 0.72889, 0.00216, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 14:00:00, 0.72938, 0.7310300000000001, 0.72852, 0.73087, 5626.0, True, False, 0.72962, 0.72962, 0.72889, 0.00213, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 18:00:00, 0.73088, 0.73256, 0.73015, 0.73221, 3035.0, True, False, 0.72995, 0.72995, 0.72889, 0.00216, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-06 22:00:00, 0.7321, 0.73224, 0.73032, 0.73164, 3261.0, True, False, 0.7303, 0.7303, 0.73081, 0.00199, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 02:00:00, 0.73163, 0.73758, 0.7316, 0.7363, 7162.0, True, False, 0.73071, 0.73071, 0.73305, 0.00204, 100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 06:00:00, 0.7363, 0.7363, 0.72907, 0.7294, 5092.0, True, False, 0.7307, 0.7307, 0.73305, 0.00198, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 10:00:00, 0.7294, 0.73053, 0.72844, 0.72982, 4118.0, True, False, 0.73071, 0.73071, 0.73301, 0.00197, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 14:00:00, 0.7298100000000001, 0.73275, 0.7278399999999999, 0.73142, 5839.0, False, False, 0.73073, 0.73073, 0.73271, 0.00197, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 18:00:00, 0.73142, 0.73254, 0.72997, 0.7300800000000001, 2785.0, False, False, 0.73061, 0.73061, 0.73271, 0.00197, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-07 22:00:00, 0.7302, 0.7318, 0.72858, 0.7314, 4211.0, False, False, 0.73071, 0.73071, 0.73271, 0.00194, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-08 02:00:00, 0.73135, 0.73159, 0.7290000000000001, 0.72922, 2684.0, False, False, 0.73073, 0.73073, 0.73271, 0.00194, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-08 06:00:00, 0.72921, 0.7311300000000001, 0.7283, 0.72978, 4087.0, False, False, 0.73076, 0.73076, 0.73271, 0.00192, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-08 10:00:00, 0.7298, 0.73144, 0.72964, 0.73114, 3724.0, False, False, 0.73094, 0.73094, 0.73271, 0.00189, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-08 14:00:00, 0.73117, 0.73338, 0.7311, 0.73177, 6973.0, False, False, 0.73118, 0.73118, 0.73207, 0.00175, 0.0, 0.0, 0.0, 0.0, -100.0
NZD_USD, 2017-02-08 18:00:00, 0.7317600000000001, 0.7319100000000001, 0.7245, 0.72634, 8614.0, False, False, 0.73098, 0.73098, 0.72894, 0.00181, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-08 22:00:00, 0.7267399999999999, 0.7267399999999999, 0.7217399999999999, 0.7226, 4980.0, False, False, 0.73049, 0.73049, 0.72756, 0.00254, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 02:00:00, 0.7226, 0.7227, 0.71918, 0.72026, 4149.0, False, False, 0.72992, 0.72992, 0.72628, 0.00332, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 06:00:00, 0.72027, 0.72244, 0.71915, 0.72212, 4546.0, False, False, 0.72943, 0.72943, 0.72626, 0.00369, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 10:00:00, 0.72212, 0.7225199999999999, 0.72012, 0.72218, 3543.0, False, False, 0.72896, 0.72896, 0.72626, 0.00396, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 14:00:00, 0.72222, 0.72246, 0.71728, 0.71834, 8558.0, False, False, 0.72832, 0.72832, 0.72533, 0.00453, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 18:00:00, 0.71834, 0.71977, 0.7178800000000001, 0.71858, 3326.0, False, True, 0.72777, 0.72777, 0.72533, 0.00495, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-09 22:00:00, 0.71877, 0.71972, 0.7179399999999999, 0.71954, 4109.0, False, True, 0.72721, 0.72721, 0.72533, 0.00524, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-10 02:00:00, 0.7195199999999999, 0.72064, 0.7185699999999999, 0.71865, 2664.0, False, True, 0.72653, 0.72653, 0.7246, 0.00549, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-10 06:00:00, 0.7186600000000001, 0.7198399999999999, 0.71808, 0.71846, 3338.0, False, True, 0.72587, 0.72587, 0.72201, 0.00562, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-10 10:00:00, 0.7185, 0.71904, 0.7177399999999999, 0.71792, 3258.0, False, True, 0.72495, 0.72495, 0.71999, 0.00574, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-10 14:00:00, 0.71795, 0.72102, 0.7174, 0.71964, 5583.0, False, True, 0.72446, 0.72446, 0.7199, 0.00533, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-10 18:00:00, 0.71964, 0.72102, 0.7190000000000001, 0.71997, 4785.0, False, True, 0.72397, 0.72397, 0.7199, 0.00531, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-12 22:00:00, 0.7204, 0.7209399999999999, 0.7178399999999999, 0.71944, 3708.0, False, True, 0.72337, 0.72337, 0.71987, 0.00525, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 02:00:00, 0.71944, 0.7209800000000001, 0.71916, 0.72044, 2115.0, False, True, 0.72289, 0.72289, 0.71921, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 06:00:00, 0.72046, 0.7218399999999999, 0.71904, 0.71913, 3358.0, False, True, 0.72228, 0.72228, 0.71962, 0.00483, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 10:00:00, 0.71909, 0.71986, 0.71633, 0.71708, 2780.0, False, True, 0.72167, 0.72167, 0.71908, 0.00456, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 14:00:00, 0.71709, 0.71786, 0.71563, 0.7169, 4018.0, False, True, 0.72103, 0.72103, 0.71873, 0.00439, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 18:00:00, 0.7169399999999999, 0.718, 0.7166399999999999, 0.7177100000000001, 1788.0, False, True, 0.72035, 0.72035, 0.71873, 0.00403, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-13 22:00:00, 0.7174699999999999, 0.71888, 0.7168800000000001, 0.71765, 2708.0, False, True, 0.71965, 0.71965, 0.71873, 0.00336, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 02:00:00, 0.71768, 0.71934, 0.71724, 0.71914, 1948.0, False, True, 0.71929, 0.71929, 0.71873, 0.00216, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 06:00:00, 0.71916, 0.71978, 0.7175199999999999, 0.71842, 3489.0, False, True, 0.71908, 0.71908, 0.71873, 0.00156, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 10:00:00, 0.7184, 0.71948, 0.71782, 0.71799, 3138.0, False, True, 0.71897, 0.71897, 0.71873, 0.00139, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 14:00:00, 0.718, 0.7186600000000001, 0.71345, 0.71518, 9873.0, False, True, 0.71862, 0.71862, 0.71764, 0.00158, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 18:00:00, 0.71518, 0.71696, 0.7147600000000001, 0.71686, 2372.0, False, True, 0.71835, 0.71835, 0.71666, 0.00144, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-14 22:00:00, 0.71686, 0.71818, 0.71532, 0.7167399999999999, 2838.0, False, True, 0.71827, 0.71827, 0.71662, 0.00124, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 02:00:00, 0.7167399999999999, 0.71792, 0.7164, 0.71748, 1519.0, False, True, 0.71822, 0.71822, 0.71662, 0.00125, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 06:00:00, 0.7174699999999999, 0.7188399999999999, 0.71699, 0.71831, 3291.0, False, True, 0.71816, 0.71816, 0.71662, 0.00125, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 10:00:00, 0.71832, 0.71836, 0.71462, 0.7157600000000001, 4178.0, False, True, 0.71801, 0.71801, 0.71662, 0.00132, -100.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 14:00:00, 0.7158, 0.7214, 0.71542, 0.72035, 9876.0, False, True, 0.71811, 0.71811, 0.71742, 0.0014, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 18:00:00, 0.72035, 0.72306, 0.7201, 0.72236, 2742.0, False, True, 0.71833, 0.71833, 0.71826, 0.00167, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-15 22:00:00, 0.72216, 0.72428, 0.72122, 0.72349, 5806.0, False, True, 0.71852, 0.71852, 0.71887, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 02:00:00, 0.72353, 0.72358, 0.722, 0.72304, 2107.0, False, True, 0.71867, 0.71867, 0.71945, 0.0022, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 06:00:00, 0.72302, 0.72372, 0.72154, 0.7227899999999999, 3608.0, False, True, 0.71884, 0.71884, 0.71945, 0.00235, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 10:00:00, 0.72278, 0.72301, 0.7206600000000001, 0.72075, 4149.0, False, True, 0.71886, 0.71886, 0.71945, 0.00239, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 14:00:00, 0.7207600000000001, 0.7231, 0.7206, 0.72288, 6980.0, False, True, 0.71904, 0.71904, 0.71945, 0.00251, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 18:00:00, 0.72287, 0.72365, 0.72136, 0.72138, 3372.0, False, True, 0.71926, 0.71926, 0.71945, 0.00256, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-16 22:00:00, 0.72109, 0.72206, 0.7201, 0.72155, 2731.0, False, True, 0.71949, 0.71949, 0.71985, 0.00257, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-17 02:00:00, 0.72155, 0.72158, 0.72006, 0.72048, 2725.0, False, True, 0.71963, 0.71963, 0.72217, 0.00251, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-17 06:00:00, 0.7204699999999999, 0.7205699999999999, 0.71858, 0.71858, 3909.0, False, True, 0.71968, 0.71968, 0.72143, 0.00249, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-17 10:00:00, 0.71854, 0.71982, 0.71843, 0.71948, 3121.0, False, True, 0.71969, 0.71969, 0.72108, 0.00245, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-17 14:00:00, 0.7195, 0.71986, 0.71804, 0.71858, 4527.0, False, True, 0.7197, 0.7197, 0.72088, 0.00246, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-17 18:00:00, 0.71854, 0.71892, 0.7179300000000001, 0.71802, 1488.0, False, True, 0.7197, 0.7197, 0.72079, 0.00247, 0.0, 0.0, 0.0, 0.0, 0.0
NZD_USD, 2017-02-19 22:00:00, 0.7197, 0.71982, 0.71702, 0.71712, 2782.0, False, True, 0.7198, 0.7198, 0.72033, 0.00251, 0.0, 0.0, 0.0, 0.0, 0.0
